title,author,rating,description,language,genres,pages,publisher,publishDate,numRatings,likedPercent,coverImg,description_cleaned
Guards! Guards!,Terry Pratchett,4.31,"This is where the dragons went. They lie ... not dead, not asleep, but ... dormant. And although the space they occupy isn't like normal space, nevertheless they are packed in tightly. They could put you in mind of a can of sardines, if you thought sardines were huge and scaly. And presumably, somewhere, there's a key...GUARDS! GUARDS! is the eighth Discworld novel - and after this, dragons will never be the same again!Guards! Guards!Terry PratchettDiscworld #8Guards! Guards!Terry PratchettDiscworld #8",English,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Dragons', 'Science Fiction Fantasy', 'Audiobook', 'Magic', 'Novels', 'High Fantasy']",376,HarperTorch,August 2001,165125,97.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431127356l/64216.jpg,dragons went lie dead asleep dormant although space occupy isnt like normal space nevertheless packed tightly could put mind sardines thought sardines huge scaly presumably somewhere theres keyguards guards eighth discworld novel dragons never againguards guardsterry pratchettdiscworld guards guardsterry pratchettdiscworld
A Man Called Ove,"Fredrik Backman (Goodreads Author), Henning Koch (Goodreads Author) (Translator)",4.36,"A grumpy yet loveable man finds his solitary world turned on its head when a boisterous young family moves in next door. Meet Ove. He's a curmudgeon, the kind of man who points at people he dislikes as if they were burglars caught outside his bedroom window. He has staunch principles, strict routines, and a short fuse. People call him the bitter neighbor from hell, but must Ove be bitter just because he doesn't walk around with a smile plastered to his face all the time?Behind the cranky exterior there is a story and a sadness. So when one November morning a chatty young couple with two chatty young daughters move in next door and accidentally flatten Ove's mailbox, it is the lead-in to a comical and heartwarming tale of unkempt cats, unexpected friendship, and the ancient art of backing up a U-Haul. All of which will change one cranky old man and a local residents' association to their very foundations.A Man Called OveFredrik Backman (Goodreads Author), Henning Koch (Goodreads Author) (Translator)A Man Called OveFredrik Backman (Goodreads Author), Henning Koch (Goodreads Author) (Translator)",English,"['Fiction', 'Contemporary', 'Audiobook', 'Humor', 'Book Club', 'Adult', 'Adult Fiction', 'Sweden', 'Novels', 'Realistic Fiction']",337,Atria Books,July 15th 2014,568758,96.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405259930l/18774964.jpg,grumpy yet loveable man finds solitary world turned head boisterous young family moves next door meet ove hes curmudgeon kind man points people dislikes burglars caught outside bedroom window staunch principles strict routines short fuse people call bitter neighbor hell must ove bitter doesnt walk around smile plastered face timebehind cranky exterior story sadness one november morning chatty young couple two chatty young daughters move next door accidentally flatten oves mailbox leadin comical heartwarming tale unkempt cats unexpected friendship ancient art backing uhaul change one cranky old man local residents association foundationsa man called ovefredrik backman goodreads author henning koch goodreads author translatora man called ovefredrik backman goodreads author henning koch goodreads author translator
Elantris,Brandon Sanderson (Goodreads Author),4.18,"Elantris was the capital of Arelon: gigantic, beautiful, literally radiant, filled with benevolent beings who used their powerful magical abilities for the benefit of all. Yet each of these demigods was once an ordinary person until touched by the mysterious transforming power of the Shaod. Ten years ago, without warning, the magic failed. Elantrians became wizened, leper-like, powerless creatures, and Elantris itself dark, filthy, and crumbling.Arelon's new capital, Kae, crouches in the shadow of Elantris. Princess Sarene of Teod arrives for a marriage of state with Crown Prince Raoden, hoping -- based on their correspondence -- to also find love. She finds instead that Raoden has died and she is considered his widow. Both Teod and Arelon are under threat as the last remaining holdouts against the imperial ambitions of the ruthless religious fanatics of Fjordell. So Sarene decides to use her new status to counter the machinations of Hrathen, a Fjordell high priest who has come to Kae to convert Arelon and claim it for his emperor and his god.But neither Sarene nor Hrathen suspect the truth about Prince Raoden. Stricken by the same curse that ruined Elantris, Raoden was secretly exiled by his father to the dark city. His struggle to help the wretches trapped there begins a series of events that will bring hope to Arelon, and perhaps reveal the secret of Elantris itself.A rare epic fantasy that doesn't recycle the classics and that is a complete and satisfying story in one volume, Elantris is fleet and fun, full of surprises and characters to care about. It's also the wonderful debut of a welcome new star in the constellation of fantasy.ElantrisBrandon Sanderson (Goodreads Author)Elantris #1ElantrisBrandon Sanderson (Goodreads Author)Elantris #1",English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Science Fiction Fantasy', 'Audiobook', 'Magic', 'Romance', 'Science Fiction']",638,Tor Fantasy,May 30th 2006,176059,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475740953l/68427._SY475_.jpg,elantris capital arelon gigantic beautiful literally radiant filled benevolent beings used powerful magical abilities benefit yet demigods ordinary person touched mysterious transforming power shaod ten years ago without warning magic failed elantrians became wizened leperlike powerless creatures elantris dark filthy crumblingarelons new capital kae crouches shadow elantris princess sarene teod arrives marriage state crown prince raoden hoping based correspondence also find love finds instead raoden died considered widow teod arelon threat last remaining holdouts imperial ambitions ruthless religious fanatics fjordell sarene decides use new status counter machinations hrathen fjordell high priest come kae convert arelon claim emperor godbut neither sarene hrathen suspect truth prince raoden stricken curse ruined elantris raoden secretly exiled father dark city struggle help wretches trapped begins series events bring hope arelon perhaps reveal secret elantris itselfa rare epic fantasy doesnt recycle classics complete satisfying story one volume elantris fleet fun full surprises characters care also wonderful debut welcome new star constellation fantasyelantrisbrandon sanderson goodreads authorelantris elantrisbrandon sanderson goodreads authorelantris
It Ends with Us,Colleen Hoover (Goodreads Author),4.4,"Sometimes it is the one who loves you who hurts you the most.Lily hasn’t always had it easy, but that’s never stopped her from working hard for the life she wants. She’s come a long way from the small town in Maine where she grew up — she graduated from college, moved to Boston, and started her own business. So when she feels a spark with a gorgeous neurosurgeon named Ryle Kincaid, everything in Lily’s life suddenly seems almost too good to be true.Ryle is assertive, stubborn, maybe even a little arrogant. He’s also sensitive, brilliant, and has a total soft spot for Lily. And the way he looks in scrubs certainly doesn’t hurt. Lily can’t get him out of her head. But Ryle’s complete aversion to relationships is disturbing. Even as Lily finds herself becoming the exception to his “no dating” rule, she can’t help but wonder what made him that way in the first place.As questions about her new relationship overwhelm her, so do thoughts of Atlas Corrigan — her first love and a link to the past she left behind. He was her kindred spirit, her protector. When Atlas suddenly reappears, everything Lily has built with Ryle is threatened.It Ends with UsColleen Hoover (Goodreads Author)It Ends with UsColleen Hoover (Goodreads Author)",English,"['Romance', 'Contemporary', 'New Adult', 'Fiction', 'Contemporary Romance', 'Adult', 'Abuse', 'Chick Lit', 'Audiobook', 'Young Adult']",385,Atria Books,August 2nd 2016,211963,96.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470427482l/27362503._SY475_.jpg,sometimes one loves hurts mostlily hasnt always easy thats never stopped working hard life wants shes come long way small town maine grew graduated college moved boston started business feels spark gorgeous neurosurgeon named ryle kincaid everything lilys life suddenly seems almost good trueryle assertive stubborn maybe even little arrogant hes also sensitive brilliant total soft spot lily way looks scrubs certainly doesnt hurt lily cant get head ryles complete aversion relationships disturbing even lily finds becoming exception dating rule cant help wonder made way first placeas questions new relationship overwhelm thoughts atlas corrigan first love link past left behind kindred spirit protector atlas suddenly reappears everything lily built ryle threatenedit ends uscolleen hoover goodreads authorit ends uscolleen hoover goodreads author
The Waste Lands,"Stephen King (Goodreads Author), Ned Dameron (Illustrator)",4.23,"Several months have passed, and Roland’s two new tet-mates have become proficient gunslingers. Eddie Dean has given up heroin, and Odetta’s two selves have joined, becoming the stronger and more balanced personality of Susannah Dean. But while battling The Pusher in 1977 New York, Roland altered ka by saving the life of Jake Chambers, a boy who—in Roland’s where and when—has already died. Now Roland and Jake exist in different worlds, but they are joined by the same madness: the paradox of double memories. Roland, Susannah, and Eddie must draw Jake into Mid-World then follow the Path of the Beam all the way to the Dark Tower. But nothing is easy in Mid-World. Along the way our tet stumbles into the ruined city of Lud, and are caught between the warring gangs of the Pubes and the Grays. The only way out of Lud is to wake Blaine the Mono, an insane train that has a passion for riddling, and for suicidal journeys.The Waste LandsStephen King (Goodreads Author), Ned Dameron (Illustrator)The Dark Tower #3The Waste LandsStephen King (Goodreads Author), Ned Dameron (Illustrator)The Dark Tower #3",English,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Adventure', 'Westerns', 'Audiobook', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Thriller']",422,Viking Adult,June 23rd 2003,186127,97.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220386l/34084.jpg,several months passed rolands two new tetmates become proficient gunslingers eddie dean given heroin odettas two selves joined becoming stronger balanced personality susannah dean battling pusher new york roland altered ka saving life jake chambers boy whoin rolands whenhas already died roland jake exist different worlds joined madness paradox double memories roland susannah eddie must draw jake midworld follow path beam way dark tower nothing easy midworld along way tet stumbles ruined city lud caught warring gangs pubes grays way lud wake blaine mono insane train passion riddling suicidal journeysthe waste landsstephen king goodreads author ned dameron illustratorthe dark tower waste landsstephen king goodreads author ned dameron illustratorthe dark tower
If You Give a Mouse a Cookie,"Laura Joffe Numeroff (Goodreads Author), Felicia Bond (Illustrator)",4.26,"If a hungry little traveler shows up at your house, you might want to give him a cookie. If you give him a cookie, he's going to ask for a glass of milk. He'll want to look in a mirror to make sure he doesn't have a milk mustache, and then he'll ask for a pair of scissors to give himself a trim....The consequences of giving a cookie to this energetic mouse run the young host ragged, but young readers will come away smiling at the antics that tumble like dominoes through the pages of this delightful picture book.If You Give a Mouse a CookieLaura Joffe Numeroff (Goodreads Author), Felicia Bond (Illustrator)If You Give...If You Give a Mouse a CookieLaura Joffe Numeroff (Goodreads Author), Felicia Bond (Illustrator)If You Give...",English,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Humor', 'Classics', 'Fantasy', 'Kids', 'Food', 'Storytime']",40,HarperCollins,October 6th 2015,250916,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276046901l/767680.jpg,hungry little traveler shows house might want give cookie give cookie hes going ask glass milk hell want look mirror make sure doesnt milk mustache hell ask pair scissors give trimthe consequences giving cookie energetic mouse run young host ragged young readers come away smiling antics tumble like dominoes pages delightful picture bookif give mouse cookielaura joffe numeroff goodreads author felicia bond illustratorif giveif give mouse cookielaura joffe numeroff goodreads author felicia bond illustratorif give
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,4.16,"The devastating story of war through the eyes of a child soldier. Beah tells how, at the age of twelve, he fled attacking rebels and wandered a land rendered unrecognizable by violence. By thirteen, he’d been picked up by the government army, and became a soldier.My new friends have begun to suspect I haven’t told them the full story of my life.“Why did you leave Sierra Leone?”“Because there is a war.”“You mean, you saw people running around with guns and shooting each other?”“Yes, all the time.”“Cool.”I smile a little.“You should tell us about it sometime.”“Yes, sometime.” This is how wars are fought now: by children, hopped-up on drugs and wielding AK-47s. Children have become soldiers of choice. In the more than fifty conflicts going on worldwide, it is estimated that there are some 300,000 child soldiers. Ishmael Beah used to be one of them. What is war like through the eyes of a child soldier? How does one become a killer? How does one stop? Child soldiers have been profiled by journalists, and novelists have struggled to imagine their lives. But until now, there has not been a first-person account from someone who came through this hell and survived.In A Long Way Gone, Beah, now twenty-five years old, tells a riveting story: how at the age of twelve, he fled attacking rebels and wandered a land rendered unrecognizable by violence. By thirteen, he’d been picked up by the government army, and Beah, at heart a gentle boy, found that he was capable of truly terrible acts. This is a rare and mesmerizing account, told with real literary force and heartbreaking honesty.A Long Way Gone: Memoirs of a Boy SoldierIshmael BeahA Long Way Gone: Memoirs of a Boy SoldierIshmael Beah",English,"['Nonfiction', 'Memoir', 'Africa', 'Biography', 'War', 'History', 'Biography Memoir', 'Autobiography', 'School', 'Sierra Leone']",229,Sarah Crichton Books,February 13th 2007,163098,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524839125l/43015._SY475_.jpg,devastating story war eyes child soldier beah tells age twelve fled attacking rebels wandered land rendered unrecognizable violence thirteen hed picked government army became soldiermy new friends begun suspect havent told full story lifewhy leave sierra leonebecause waryou mean saw people running around guns shooting otheryes timecooli smile littleyou tell us sometimeyes sometime wars fought children hoppedup drugs wielding aks children become soldiers choice fifty conflicts going worldwide estimated child soldiers ishmael beah used one war like eyes child soldier one become killer one stop child soldiers profiled journalists novelists struggled imagine lives firstperson account someone came hell survivedin long way gone beah twentyfive years old tells riveting story age twelve fled attacking rebels wandered land rendered unrecognizable violence thirteen hed picked government army beah heart gentle boy found capable truly terrible acts rare mesmerizing account told real literary force heartbreaking honestya long way gone memoirs boy soldierishmael beaha long way gone memoirs boy soldierishmael beah
The Great Hunt,Robert Jordan,4.22,"The Wheel of Time turns and Ages come and pass. What was, what will be, and what is, may yet fall under the Shadow.

Let the Dragon ride again on the winds of time.The Great HuntRobert JordanThe Wheel of Time #2The Great HuntRobert JordanThe Wheel of Time #2",English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Epic', 'Adventure', 'Magic', 'Audiobook', 'Adult']",705,Tor Books,October 15th 1991,227837,96.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437870280l/233649._SY475_.jpg,wheel time turns ages come pass may yet fall shadow let dragon ride winds timethe great huntrobert jordanthe wheel time great huntrobert jordanthe wheel time
Old Man's War,John Scalzi (Goodreads Author),4.22,"John Perry did two things on his 75th birthday. First he visited his wife's grave. Then he joined the army.The good news is that humanity finally made it into interstellar space. The bad news is that planets fit to live on are scarce-- and alien races willing to fight us for them are common. So: we fight. To defend Earth, and to stake our own claim to planetary real estate. Far from Earth, the war has been going on for decades: brutal, bloody, unyielding.Earth itself is a backwater. The bulk of humanity's resources are in the hands of the Colonial Defense Force. Everybody knows that when you reach retirement age, you can join the CDF. They don't want young people; they want people who carry the knowledge and skills of decades of living. You'll be taken off Earth and never allowed to return. You'll serve two years at the front. And if you survive, you'll be given a generous homestead stake of your own, on one of our hard-won colony planets.John Perry is taking that deal. He has only the vaguest idea what to expect. Because the actual fight, light-years from home, is far, far harder than he can imagine--and what he will become is far stranger.Old Man's WarJohn Scalzi (Goodreads Author)Old Man's War #1Old Man's WarJohn Scalzi (Goodreads Author)Old Man's War #1",English,"['Science Fiction', 'Fiction', 'Space Opera', 'Military Fiction', 'Science Fiction Fantasy', 'War', 'Space', 'Audiobook', 'Fantasy', 'Adventure']",332,Tor Books,April 1st 2007,161551,96.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509467059l/36510196._SY475_.jpg,john perry two things th birthday first visited wifes grave joined armythe good news humanity finally made interstellar space bad news planets fit live scarce alien races willing fight us common fight defend earth stake claim planetary real estate far earth war going decades brutal bloody unyieldingearth backwater bulk humanitys resources hands colonial defense force everybody knows reach retirement age join cdf dont want young people want people carry knowledge skills decades living youll taken earth never allowed return youll serve two years front survive youll given generous homestead stake one hardwon colony planetsjohn perry taking deal vaguest idea expect actual fight lightyears home far far harder imagineand become far strangerold mans warjohn scalzi goodreads authorold mans war old mans warjohn scalzi goodreads authorold mans war
The Cruel Prince,Holly Black (Goodreads Author),4.12,"This is a previously published cover edition of ISBN 9780316310277. An alternative cover edition for this ISBN can be found here.Of course I want to be like them. They’re beautiful as blades forged in some divine fire. They will live forever.And Cardan is even more beautiful than the rest. I hate him more than all the others. I hate him so much that sometimes when I look at him, I can hardly breathe.Jude was seven when her parents were murdered and she and her two sisters were stolen away to live in the treacherous High Court of Faerie. Ten years later, Jude wants nothing more than to belong there, despite her mortality. But many of the fey despise humans. Especially Prince Cardan, the youngest and wickedest son of the High King.To win a place at the Court, she must defy him–and face the consequences.As Jude becomes more deeply embroiled in palace intrigues and deceptions, she discovers her own capacity for trickery and bloodshed. But as betrayal threatens to drown the Courts of Faerie in violence, Jude will need to risk her life in a dangerous alliance to save her sisters, and Faerie itself.The Cruel PrinceHolly Black (Goodreads Author)The Folk of the Air #1The Cruel PrinceHolly Black (Goodreads Author)The Folk of the Air #1",English,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Young Adult Fantasy', 'Fiction', 'Magic', 'Audiobook', 'Fairies', 'Paranormal']",370,"Little, Brown Books for Young Readers",January 2nd 2018,215664,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574535986l/26032825._SY475_.jpg,previously published cover edition isbn alternative cover edition isbn found hereof course want like theyre beautiful blades forged divine fire live foreverand cardan even beautiful rest hate others hate much sometimes look hardly breathejude seven parents murdered two sisters stolen away live treacherous high court faerie ten years later jude wants nothing belong despite mortality many fey despise humans especially prince cardan youngest wickedest son high kingto win place court must defy himand face consequencesas jude becomes deeply embroiled palace intrigues deceptions discovers capacity trickery bloodshed betrayal threatens drown courts faerie violence jude need risk life dangerous alliance save sisters faerie itselfthe cruel princeholly black goodreads authorthe folk air cruel princeholly black goodreads authorthe folk air
Hollow City,Ransom Riggs,4.05,"This second novel begins in 1940, immediately after the first book ended. Having escaped Miss Peregrine’s island by the skin of their teeth, Jacob and his new friends must journey to London, the peculiar capital of the world. Along the way, they encounter new allies, a menagerie of peculiar animals, and other unexpected surprises.Complete with dozens of newly discovered (and thoroughly mesmerising) vintage photographs, this new adventure will delight readers of all ages.Hollow CityRansom RiggsMiss Peregrine's Peculiar Children #2Hollow CityRansom RiggsMiss Peregrine's Peculiar Children #2",English,"['Fantasy', 'Young Adult', 'Fiction', 'Paranormal', 'Historical Fiction', 'Time Travel', 'Horror', 'Mystery', 'Adventure', 'Supernatural']",428,Quirk Books,February 24th 2015,198209,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429175859l/23164983.jpg,second novel begins immediately first book ended escaped miss peregrines island skin teeth jacob new friends must journey london peculiar capital world along way encounter new allies menagerie peculiar animals unexpected surprisescomplete dozens newly discovered thoroughly mesmerising vintage photographs new adventure delight readers ageshollow cityransom riggsmiss peregrines peculiar children hollow cityransom riggsmiss peregrines peculiar children
Where the Crawdads Sing,Delia Owens (Goodreads Author),4.47,"For years, rumors of the “Marsh Girl” have haunted Barkley Cove, a quiet town on the North Carolina coast. So in late 1969, when handsome Chase Andrews is found dead, the locals immediately suspect Kya Clark, the so-called Marsh Girl. But Kya is not what they say. Sensitive and intelligent, she has survived for years alone in the marsh that she calls home, finding friends in the gulls and lessons in the sand. Then the time comes when she yearns to be touched and loved. When two young men from town become intrigued by her wild beauty, Kya opens herself to a new life–until the unthinkable happens.Perfect for fans of Barbara Kingsolver and Karen Russell, Where the Crawdads Sing is at once an exquisite ode to the natural world, a heartbreaking coming-of-age story, and a surprising tale of possible murder. Owens reminds us that we are forever shaped by the children we once were, and that we are all subject to the beautiful and violent secrets that nature keeps.Where the Crawdads SingDelia Owens (Goodreads Author)Where the Crawdads SingDelia Owens (Goodreads Author)",English,"['Fiction', 'Historical Fiction', 'Mystery', 'Audiobook', 'Adult', 'Book Club', 'Romance', 'Adult Fiction', 'Historical', 'Coming Of Age']",384,G.P. Putnam’s Sons,August 14th 2018,975284,97.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582135294l/36809135._SY475_.jpg,years rumors marsh girl haunted barkley cove quiet town north carolina coast late handsome chase andrews found dead locals immediately suspect kya clark socalled marsh girl kya say sensitive intelligent survived years alone marsh calls home finding friends gulls lessons sand time comes yearns touched loved two young men town become intrigued wild beauty kya opens new lifeuntil unthinkable happensperfect fans barbara kingsolver karen russell crawdads sing exquisite ode natural world heartbreaking comingofage story surprising tale possible murder owens reminds us forever shaped children subject beautiful violent secrets nature keepswhere crawdads singdelia owens goodreads authorwhere crawdads singdelia owens goodreads author
The Shadow Rising,Robert Jordan,4.23,"The seals of Shayol Ghul are weak now, and the Dark One reaches out. The Shadow is rising to cover humankind.In Tar Valon, Min sees portents of hideous doom. Will the White Tower itself be broken?In the Two Rivers, the Whitecloaks ride in pursuit of a man with golden eyes, and in pursuit of the Dragon Reborn.In Cantorin, among the Sea Folk, High Lady Suroth plans the return of the Seanchan armies to the mainland.In the Stone of Tear, the Lord Dragon considers his next move. It will be something no one expects, not the Black Ajah, not Tairen nobles, not Aes Sedai, not Egwene or Elayne or Nynaeve.Against the Shadow rising stands the Dragon Reborn.....The Shadow RisingRobert JordanThe Wheel of Time #4The Shadow RisingRobert JordanThe Wheel of Time #4",English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Epic', 'Adventure', 'Audiobook', 'Magic', 'Adult']",1007,Tom Doherty Tor Fantasy,October 15th 1993,172424,97.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470841890l/9539.jpg,seals shayol ghul weak dark one reaches shadow rising cover humankindin tar valon min sees portents hideous doom white tower brokenin two rivers whitecloaks ride pursuit man golden eyes pursuit dragon rebornin cantorin among sea folk high lady suroth plans return seanchan armies mainlandin stone tear lord dragon considers next move something one expects black ajah tairen nobles aes sedai egwene elayne nynaeveagainst shadow rising stands dragon rebornthe shadow risingrobert jordanthe wheel time shadow risingrobert jordanthe wheel time
Killing Floor,Lee Child (Goodreads Author),4.05,"Ex-military policeman Jack Reacher is a drifter. He's just passing through Margrave, Georgia, and in less than an hour, he's arrested for murder. Not much of a welcome. All Jack knows is that he didn't kill anybody. At least not here. Not lately. But he doesn't stand a chance of convincing anyone. not in Margrave, Georgia. Not a chance in hell.Killing FloorLee Child (Goodreads Author)Jack Reacher #1Killing FloorLee Child (Goodreads Author)Jack Reacher #1",English,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Action', 'Audiobook', 'Adventure', 'Drama']",424,Jove,April 25th 2006,249409,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399313258l/78129.jpg,exmilitary policeman jack reacher drifter hes passing margrave georgia less hour hes arrested murder much welcome jack knows didnt kill anybody least lately doesnt stand chance convincing anyone margrave georgia chance hellkilling floorlee child goodreads authorjack reacher killing floorlee child goodreads authorjack reacher
Entwined with You,Sylvia Day (Goodreads Author),4.19,"From the moment I first met Gideon Cross, I recognized something in him that I needed. Something I couldn't resist. I saw the dangerous and damaged soul inside--so much like my own. I was drawn to it. I needed him as surely as I needed my heart to beat.No one knows how much he risked for me. How much I'd been threatened, or just how dark and desperate the shadow of our pasts would become.Entwined by our secrets, we tried to defy the odds. We made our own rules and surrendered completely to the exquisite power of possession...Entwined with YouSylvia Day (Goodreads Author)Crossfire #3Entwined with YouSylvia Day (Goodreads Author)Crossfire #3",English,"['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Adult', 'Erotic Romance', 'BDSM', 'Fiction', 'New Adult', 'Chick Lit']",356,Berkley,June 4th 2013,179028,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362526983l/15731779._SY475_.jpg,moment first met gideon cross recognized something needed something couldnt resist saw dangerous damaged soul insideso much like drawn needed surely needed heart beatno one knows much risked much id threatened dark desperate shadow pasts would becomeentwined secrets tried defy odds made rules surrendered completely exquisite power possessionentwined yousylvia day goodreads authorcrossfire entwined yousylvia day goodreads authorcrossfire
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,"Eckhart Tolle's message is simple: living in the now is the truest path to happiness and enlightenment. And while this message may not seem stunningly original or fresh, Tolle's clear writing, supportive voice and enthusiasm make this an excellent manual for anyone who's ever wondered what exactly ""living in the now"" means. Foremost, Tolle is a world-class teacher, able to explain complicated concepts in concrete language. More importantly, within a chapter of reading this book, readers are already holding the world in a different container--more conscious of how thoughts and emotions get in the way of their ability to live in genuine peace and happiness.Tolle packs a lot of information and inspirational ideas into The Power of Now. (Topics include the source of Chi, enlightened relationships, creative use of the mind, impermanence and the cycle of life.) Thankfully, he's added markers that symbolise ""break time"". This is when readers should close the book and mull over what they just read. As a result, The Power of Now reads like the highly acclaimed A Course in Miracles--a spiritual guidebook that has the potential to inspire just as many study groups and change just as many lives for the better. --Gail HudsonThe Power of Now: A Guide to Spiritual EnlightenmentEckhart TolleThe Power of Now: A Guide to Spiritual EnlightenmentEckhart Tolle",English,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Psychology', 'Personal Development', 'Audiobook', 'Religion', 'Inspirational', 'Unfinished']",229,New World Library,August 19th 2004,210620,91.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925535l/6708.jpg,eckhart tolles message simple living truest path happiness enlightenment message may seem stunningly original fresh tolles clear writing supportive voice enthusiasm make excellent manual anyone whos ever wondered exactly living means foremost tolle worldclass teacher able explain complicated concepts concrete language importantly within chapter reading book readers already holding world different containermore conscious thoughts emotions get way ability live genuine peace happinesstolle packs lot information inspirational ideas power topics include source chi enlightened relationships creative use mind impermanence cycle life thankfully hes added markers symbolise break time readers close book mull read result power reads like highly acclaimed course miraclesa spiritual guidebook potential inspire many study groups change many lives better gail hudsonthe power guide spiritual enlightenmenteckhart tollethe power guide spiritual enlightenmenteckhart tolle
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain (Goodreads Author),4.06,"The book that started the Quiet RevolutionAt least one-third of the people we know are introverts. They are the ones who prefer listening to speaking; who innovate and create but dislike self-promotion; who favor working on their own over working in teams. It is to introverts—Rosa Parks, Chopin, Dr. Seuss, Steve Wozniak—that we owe many of the great contributions to society. In Quiet, Susan Cain argues that we dramatically undervalue introverts and shows how much we lose in doing so. She charts the rise of the Extrovert Ideal throughout the twentieth century and explores how deeply it has come to permeate our culture. She also introduces us to successful introverts—from a witty, high-octane public speaker who recharges in solitude after his talks, to a record-breaking salesman who quietly taps into the power of questions. Passionately argued, superbly researched, and filled with indelible stories of real people, Quiet has the power to permanently change how we see introverts and, equally important, how they see themselves.Now with Extra Libris material, including a reader’s guide and bonus content.Quiet: The Power of Introverts in a World That Can't Stop TalkingSusan Cain (Goodreads Author)QuietQuiet: The Power of Introverts in a World That Can't Stop TalkingSusan Cain (Goodreads Author)Quiet",English,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Business', 'Audiobook', 'Personal Development', 'Sociology', 'Leadership', 'Adult']",333,"Crown Publishing Group/Random House, Inc.",January 24th 2012,323829,93.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328562861l/8520610.jpg,book started quiet revolutionat least onethird people know introverts ones prefer listening speaking innovate create dislike selfpromotion favor working working teams introvertsrosa parks chopin dr seuss steve wozniakthat owe many great contributions society quiet susan cain argues dramatically undervalue introverts shows much lose charts rise extrovert ideal throughout twentieth century explores deeply come permeate culture also introduces us successful introvertsfrom witty highoctane public speaker recharges solitude talks recordbreaking salesman quietly taps power questions passionately argued superbly researched filled indelible stories real people quiet power permanently change see introverts equally important see themselvesnow extra libris material including readers guide bonus contentquiet power introverts world cant stop talkingsusan cain goodreads authorquietquiet power introverts world cant stop talkingsusan cain goodreads authorquiet
